ID,Central
266,สมัย ก่อน ก๋วย เตี๋ยว ถ้วย สี่ ห้า บาท ตอน นี้ สิ นู้น เครื่อง อย่าง เดียว กัน บาง ที่ ขาย เป็น ร้อย
267,ลูก ไป เปิด ที วี ให้ ยาย หน่อย มอ แม่ อยาก กร้าว บ้าน เมือง ว่า เขา เป็น ยัง ไง บ้าง ละ
268,วัด มุน จอม ทํา เป็น วัด ใหญ่ พระ จํา อํา เภอ มี พระ เจ้า สิบ สอง ตน กับ พะ น้อย อีก สี่ ตน
269,ใคร บอก ให้ แก ทํา แบบ นั้น อะ ไร มา ง่าว ตาย เขา ทํา อย่าง หนึ่ง ทํา อีก อย่าง หนึ่ง
270,ตอน นาน มี ข่าว ว่า น้ํา จะ ถ้วม โรก คน กลัว ตาย กัน มาก ไป ไหน ก็ ได้ ยิน คน พูด กัน ต่า เรื่อง นี้ เรื่อง เดียว
271,คน ร้าน นา เขา เชื่อ ว่า พระ พุทธรูป ยัง มี ชีวิต อยู่ เพราะ อย่าง นั้น เขา ก็ เลย มี ประเพณี ทาน เข้า ใหม่ หิง ไฟ พระ พุทธเจ้า เขา กลัว พระ คุย หนาว
272,เช้า วัน พรุ่ง นี้ ตื่น เช้า เช้า นะ ตา ยาย ยาย จะ ไหว้ คะ ที่ บ้าน มา ช่วย กัน ดา ของ หน่อย
273,ดื่ม น้ํา เยอะ เยอะ บ้าง ระ บบบ ขับ ถ่าย จะ ได้ ดี น่า จะ ได้ ใส ใส กิน น้ํา น้อย มัน ไม่ ค่อย ดี นะ
274,นาย เล่น ซึง ลูก สาม นะ เดี๋ยว เรา จะ เล่น ซึง ลูก สี่ แล้ว ให้ พี่ เขา เล่น สะ เลย แต่ ว่า จะ เอา ใคร มา เป่า ขลุ่ย น้ํา เท่า ดี เนี่ย
275,ใกล้ วัน ปี ใหม่ เมือง มา ละ เดี๋ยว มอง พวก คน มี ประ ฤกษ์ มัน จะ มา ถึง วัน มหา สงกรานต์ ก็ เอา สิบ ห้า ถอน นี้ สิบ หก
276,วัน มะ รืน เขา จะ มา มัด มือ หนู อ้อม ลูก แม่ จัน เห็น ว่า เอา คน ทาง ใต้ พู้น นะ
277,ฉัน ไม่ ได้ ขี้ เกียจ ฉัน มัว แต่ ทํา งาน จน ไม่ ได้ ทํา อะ ไร เลย ฉัน ขอ โทษ นะ
278,ประ คะ ใน วิ หาร วัด เรา ตา เคย เล่า ว่า ท่าน ชั่ว เรียน แบบ หน้า ของ แม่ หญิง สวย ใน บ้าน เรา
279,ตํา ส้ม ร้าน นี้ อร่อย มาก ฉัน เคย มา กิน หลาย ครั้ง แล้ว ชน แม่ ค้า จน จํา หน้า ได้ ละ
280,กลาง คืน นี้ เขา ไม่ ให้ ส่อง ไฟ ไป ตาม พวก ปลาย ต้น ไม้ เขา ไม่ ได้ กลัว ผี เค้า กลัว จะ เดิน ไป ข้อง อะ ไร ท้าว เดี๋ยว จะ ได้ รับ บาด เจ็บ เยอะ เหลือ เก่า
281,อ่า ลูก ออก ไป ซื้อ ของ ร้าน ป้า สม ให้ แม่ หน่อย สิ เอา ยา สี ฟัน ผง สระ หัว คอก น้ํา แล้ว ก็ ผง สัก ผ้า นะ
282,น้อง แคท ลูก สาว แม่ พิศ ตอน นี้ มัน โต โต เป็น สาว จิด ลิด หน้า ทา สวย พี่ หลี้ เสีย แล้ว นะ
283,ช่วง เทศกาล ปี ใหม่ นี้ นัก ท่อง เที่ยว จาก กรุง เทพ ต่าง จัง หวัด เขา พา กัน ไป เที่ยว ดอย กัน คน เมือง เรา ก็ นอน อยู่ บ้าน น่า สิ
284,เดิน ไป ด้วย ทาง ก็ หา ดู นก ไป ได้ ยิน เสียง มัน เรียก นะ แต่ ตัว มัน มี ไหน รู้
285,แกง กระ ด้าง ยาย ดี ที่ ขาย หน้า วัด กัน เขา ว่า อร่อย มาก ขาย จน หมด เลย
286,แม่ กิน ข้าว ก่อน นะ ถ้า ตื่น เสร็จ แล้ว ข้าว มี ใน ขัน โตก แม่ รีบ ไป ช่วย พี่ หวาน เขา เก็บ อร่อย ไย ที่ สวน
287,อยาก กิน แกง แค หอย มาก แต่ หา หอย ไม่ ได้ ไป ตลาด ก็ ไม่ มี คง จะ ได้ กิน วัน อื่น แทน
288,วัน นี้ ไม่ ไป โรง เรียน กา ครู ให้ ทํา งาน วิ ชา คณิตศาสตร์ สิบ หน้า ยาก มาก
289,กิน ข้าว ตอน แล้ว เหรอ กิน กับ อะ ไร นะ ถ้า ยัง มา กิน บ้าน นี่ ได้ นะ ทํา ไว้ หลาย อย่าง อยู่
290,เมื่อ เร็ง ผึว หนัง ชนิด หนึ่ง คน ไข้ ไม่ จํา เป็น ต้อง มา อยู่ ใน โรง พยาบาล และ ไม่ ต้อง เสีย ค่า ใช้ จ่าย ที่ ไม่ จํา เป็น
291,บอก แล้ว ว่า อย่า ใส่ พริก มาก รู้ อยู่ ว่า น้อง เป็น คน ไม่ ชอบ กิน เผ็ด ก็ ถึง พริก อยู่ นั่น ของ เนอะ
292,เมื่อ วาน ไป ดู หนัง เรื่อง ส้ม ป่อย ที่ โรง หนัง ตลาด สวน แก้ว หนัง สนุก มาก เยอะ สะ แดง ก็ หน้า ตา ดี ตัว ลอง ไป ดู นะ
293,วัน นี้ ซื้อ อา หาร มา ไว้ ให้ แล้ว นะ มี คั่ว เหล่ม ใส่ เนื้อ หมู แกง อ่อม ไก่ แล้ว ก็ ไก่ ทอด
294,ตอน นี้ เป็น ยัง ไง บ้าง คะ ที่ ว่า ปวด แข้ง ปวด ขา ยัง แควน บ้าง แล้ว หรอ คะ
295,เรือน หลัง นี้ สร่าง มาก เลย สล่า ที่ ไหน มา ทํา ให้ นี่ ฝี มือ เหน็ด มาก มาก
296,พวก เธอ อย่า ไป เดือด นัน มัน ดึก มัน ดึก แล้ว เดี๋ยว คน ข้าง บ้าน จะ ดุ เอา นะ
297,ขอ แวะ ตลาด บ้าน หลุก ให้ หน่อย นะ พี่ ร้าน น้ํา เต้า หู้ ปลา ท่อง โก๋ กับ ร้าน ไส้ อั่ว ที่ ตลาด นี้ อร่อย มาก
298,ไม้ รวก เล่ม นี้ ยาว ตรง ตรง โคตร จริง จริง จะ เอา มา ปลาง ไม้ คละ หน่อย เอ้อ ไม่ ทัน ถึง ไหน หัก คลํา ไป แล้ว ตั้ง จริง
299,อย่า เที่ยว ไหน ไกล นะ สถาน การ แบบ นี้ กลัว หรือ โรค ภัย เยอะ เป็น มา แล้ว จะ อร่อย บาก
300,เธอ ทํา ไม ร้อง เพลง เพราะ จะ งั้น พึ่ง ไป เป็น นัก เรียก มาก สวย ก็ สวย เสียง ก็ สนุก
301,พรุ่ง นี้ ตอน เช้า ว่าง ไหม ฉัน จะ ชวน ไป เที่ยว ที่ น้ํา ผู้ ร้อน สัน กํา แพง อยาก กิน ไป ไข่ ไป ต้ม
302,ค่อย ตัด หน่อ กล้วย ไม้ ทํา แรง เดียว มัน จะ หัก ถ้า ตัด ออก มา แล้ว ก็ เอา ไป ใส่ ใน พบ เอา คาบ ป้าว ใส่ ไป ด้วย
303,ฉัน เลิก กับ แฟน มา ได้ ปี ปลาย แล้ว ตอน เลิก กัน ใหม่ ใหม่ ฉัน ทํา ใจ ไม่ ได้ แต่ มา ไม่ ตอน นี้ เขา ลืม ไป หมด ละ
304,เธอ ได้ ดู ข่าว พี่ เมือร์ เมื่อ คืน ไหม แต่ หา เลิก กับ เบล แล้ว ได้ ไม่ กี่ วัน ก็ มี คน พูด ใหม่ แล้ว เร็ว เรอะ ไว ด้วย
305,ทุก วัน พระ ที่ วัด เขา จะ มี กิจ จะ กรม ตัก บาตร ตอน เช้า ใคร อยาก ไป ร่วม ก็ ให้ นุ่ง ชุด ไทย ไม่ งั้น ก็ ใส่ ผ้า เมือง ไป เขา ว่า มา อย่าง นี้
306,ป้า จันทร์ ไป แอบ เล่า สวย ป้า ดี ให้ ป้า คํา ฟัง เสีย ป้า ดี รู้ เลย ด้วย ไป เดือด ให้ หลับ บ้าน นั้น
307,อย่า ขี่ รถ ไป ตรง นั้น มัน เยอะ รู้ ไหม น้ํา มัน มัน แพง พวก เธอ ยัง หา เงิน ไม่ ได้ เลย จัก หัด ประ หยัด บ้าง
308,เห็น ใน ข่าว ว่า บน ดอย อินทนท์ อา กาศ หนาว จน พอ ติด ลบ คน นั่ง รถ ขึ้น ไป จน รถ ติด ยาว มา ถึง ล่าง ดอย
309,น้อง เป็น คน บ้าน ไหน พี่ ไม่ เคย เห็น หน้า สัก ที น่า จะ มา ทํา งาน ที่ นี่ วัน แลก ใช่ มั้ย
310,จันทร์ ดี มัน ทะเลาะ กับ สามี เมื่อ วาน ก็ ไม่ ใช่ เหรอ เห็น เขา มา เล่า ตะ เช้า เนี่ย ว่า สามี มัน เข้า บ้าน เลย ผิด กัน งี้ นะ
311,ได้ ข่าว ว่า เมื่อ วาน ตํา รวจ เขา มา จับ ลูก ป้า เป็ง ขํา บ้าน เลย นะ ไม่ รู้ ว่า ไป ทํา ไม มัน
312,เหมย จาก ไป เอา ตะ ปู เข้า มา ให้ พี่ หน่อย รีบ นะ จะ เอา มา ใส่ ข้าว เดี๋ยว ข้าว มัน จะ เย็น
313,ปี แล้ว ท่าน ไป เที่ยว ภู เขา เชียง ดาว หนาว มาก ฉัน อาบ น้ํา หน่อย เดี๋ยว ตั้ง ไม่ ได้ สระ หัว น้ํา เย็น เกิน
314,พ่อ น้อง มัว เราะ มาก เป็น อะ ไร ก็ ไม่ รู้ สี คง จะ ไม่ ค่อย ไป เอา ยา มา หน่อย ให้ น้อง
315,พอ กิน ข้าว เที่ยว แล้ว ก็ นอน เสีย ดับ ดัก สาม แส็บ ง่าย หลับ ดาย ยาม นั่ง รถ อย่าง พ่อ มัน จริง จริง
316,พี่ สาว ฉัน ทํา งาน นี่ คม ที่ ลํา พูน แต่ น้อง ชะ อม ฉัน ยัง ไม่ ได้ ทํา การ ที
317,ไป ที่ ไหน ก็ ไม่ ควร ถอด รอง เท้า ไว้ เรี่ย นะ เมื่อ วาน ฉัน ไป วัด เดิน ลง วิ หาร มา กว่า รอง เท้า ขอน เดียว
318,ตอน ได้ มา ข่าว ครั้ง แลก ใจ ไม่ ดี ตอน นี้ ทํา ไม แล้ว นึก ว่า จะ ติด โควิด ไป เสีย ละ
319,เธอ เป็น เด็ก คน ใหญ่ ฉัน ว่า ให้ ไม่ ดี ไป ไหน ไป เคี้ยด ฉัน หวัง ดี กับ เธอ
320,อย่า เพิ่ง ไป ทาง นั้น ไม่ เห็น สิ นั่น ว่า มัน มี ขี้ ไคล คู่ นะ สัก หน่อย จะ ลื่น หัว ฟาด สตาย แล้ว
321,วัน นี้ อยู่ หอ ไหม แม่ กับ ป้า ไป ทํา ธุระ ที่ เชียง ใหม่ พอ ดี จะ เอา ห่อ นึ่ง ไป ให้
322,เมื่อ คืน นี้ ฝน ตก อา กาศ เช้า เย็น ดี ผัก อยู่ ใน สวน เลย โป่ง สวย ดี มาก
323,วัน มะ รืน พระ เจ้า ให้ เด็ก นัก เรียน อ่าน ค่าว ซอ ที่ เป็น อักษร ล้าน หน่อย คน
324,โตะ นี้ ทํา ไม มัน ลูก ใหญ่ ลูก หลวง พ่อ มาก ลูก นี้ ลูก เท่า ไหร่ คะ จะ ซื้อ ไป ฝาก แม่ สัก ลูก
325,เป็น เด็ก ไม่ ดี หัด ถึง หัด ด่า คน โต หก เขา จะ ดู ว่า เธอ เป็น เด็ก เรียว ร้าว
326,ตอน นั้น ที่ เสือ ขโมย เข้า มา บ้าน เรา ใคร ก็ นึก ว่า มัน เป็น เสือ หลุด มา จาก ป่า ที่ จริง เป็น มัน มี คน ขโมย เลี้ยง ไว้
327,พ่อ ว่า จะ จ้าง ช่าง ทาง ลํา พูน มา ทํา บุญ ถือ เห็น เขา ว่า เขา เก่ง ลา คา ไม่ แพง ด้วย
328,ใคร มา ฉีด น้ํา หอม สาบ มา ตั้ง แต่ เช้า ละ ใจ ไม่ ดี ถูก กับ น้ํา หอม กลิ่น นี้
329,ผอ ออ โรง เรียน คน ใหม่ นี้ พูด ดี พูด สนุก นะ แต่ ก็ ต้อง ดู กัน ไป นาน นาน ว่า จะ ดี จริง อย่าง ที่ ว่า ไว้ มั้ย
330,ใคร ว่า ให้ หลับ ดึก รู้ ว่า พรุ่ง นี้ มี สอน อะ ไร ก็ ไม่ รู้ จัก หลับ เช้า ต้อง ปรับ เวลา งาน นอน นะ
331,เธอ ไหม พูด เกิน ไป เรา เรียก ก็ ไม่ ค่อย สนุก เท่า ไหร่ สิ คะ พวก เรา เรียก สนุก เหลือ เรา ก่อน
332,คํา ไม่ เก่า เขา ก็ ว่า จะ ไป ลื่น คน ใคร ไม่ รู้ ใคร ว่า จะ เป็น ยัง ไง ไป ทาง หน้า
333,ใคร แกง ชะ อม ที่ ไหน เช้า นี่ นี่ สิ หอม ซอด เลย อยาก กิน กับ คน เนอะ
334,ช่าง มัน เถอะ เรา เป็น คน ขยัน ทํา งาน ขยัน เก็บ ขยัน ออม วัน หนึ่ง เรา ก็ ทั้ง รวย เชื่อ พี่ เถอะ
335,เธอ ดู นี้ สิ ตัว ละคร ใน หนัง สือ เล่ม นี้ น่า อิน ดู จริง โดน เขา ทับ กระ จาย ทุราย แล้ว พญา ก็ จับ ใส่ กัง เหรอ ไป ซะ ละ นั่น
336,เมื่อ วาน ฉัน มี เลือก ตั้ง ออ บอ ตอ กัน บ้าน เรา อยู่ บ้าน เหนือ เขา ให้ เรา ไป เลือก ที่ วัด นะ
337,วัน สงกรานต์ เธอ ไป เที่ยว ที่ ไหน มา บ้าง เรา ไม่ ได้ ไป ไหน เลย อยู่ แต่ บ้าน เลี้ยง ลูก นิด
338,วัน พรุ่ง นี้ แม่ จะ ไป เที่ยว ลํา พูน ใคร อย่า มา จาก เช้า บ้าง นะ เดี๋ยว ไป สาย รถ จะ เยอะ
339,น่า คุย พ่าน ผัว ไม้ ท้าว นั้น จริง ตอน คน เดิน ข้าม ดู มัน ไหว ลง กลัว มัน หัก กลาง ปล้อง โธะ
340,มะ เขือ เทศ นี้ ขาย อย่าง ไร คะ แบ่ง ขาย เป็น ลูก ก็ หรือ ว่า ขาย คํา กิโล เลย คะ
341,วัน นี้ พระ สอน เขียน ประ มาณ สาม สิบ สาม ตัว ต้อง เฝิก เขียน บ่อย บ่อย ถึง จะ เขียน สวย
342,เอ รอง เท้า คู่ นี้ ทํา ไม มัน ยัง ไง ล่ะ สุบ ไป สูบ ไป ก็ ถอง ไป เรื่อย เรื่อย เสีย คง ได้ เอา ทิ้ง ซื้อ อีก ใหม่ แล้ว มั้ย
343,อย่า เพิ่ง กลัว กับ สิ่ง ที่ ยัง ไม่ เกิด ที มัน ไม่ มี พระ ยี่ ช่วย นะ มัว แต่ กลัว ก็ มี แต่ ตัว ฉัน ที่ ทุกข์ เชื่อ ท่าน นะ
344,พรุ่ง นี้ เขา จะ ไป ทํา งาน ใน เมือง แล้ว นะ อย่าง ไร ก็ ฝาก ดู ยาย กับ ลูก ให้ ด้วย นะ
345,วัน มะ รืน โรง เรือน หยุด ไหม ถ้า หยุด ไป ช่วย แม่ ขน ของ ที่ ตลาด หน่อย เดี๋ยว ให้ เป็น เงิน
346,วัน นี้ ลูก เอา รถ จักรยาน ไป โรง เรียน ก่อน นะ ตอน นี้ รถ เครื่อง พ่อ มัน หลัง
347,ไม่ ไหว ไม่ ไหว เขียว ลูก นี้ เลย เถิด ขนาด นั้น ใคร จะ เอา ไป สุบ ก็ เอา ไป สุบ เถอะ เรา จะ ใช้ หมวก แก๊ป เนี่ย แล้ว
348,ยุค สมัย นี้ หา ดู ยาก ละ เด็ก เขา ไม่ อยาก นุ่ง ผ้า พื้น เมือง สิ้น เมือง กัน แล้ว
349,แม่ ค้า วัน จะ ทํา ไม มา ช้า เรา นั่ง รอ ตั้ง นาน กว่า จะ มา เรา พอ จะ เดิน กลับ บ้าน แล้ว นะ
350,กาง เกง ผืน นี้ ผืน เท่า ไหร่ คะ มี เเอว อะ ไร บ้าง คะ คะ เอว สาม สิบ ครึ่ง มี มั้ย คะ
351,เมื่อ คืน ดู บอล แมน ยู แข่ง กับ ลิเวอร์พูล แมน ยู เกียจ ทั้ง ห้า ต่อ ศูนย์ อยาก เอา มา ปี๊บ ควบ หัว มาก เลย
352,นี่ สิ เหรอ ไม่ น่า เชื่อ ว่า มัน จะ เป็น คน แบบ นั้น ก็ เห็น มัน ทํา งาน ทุก วัน ก็ นึก ว่า มัน เป็น คน ขยัน
353,เมื่อ วาน ไป เที่ยว เชียง ราย สนุก ไหม ได้ ข่าว ว่า วิ่ง สุด ทาง หน่อย นี้ ก็ กิน ยา แก้ มัว ไป ด้วย นะ
354,อย่า กิน ลาบ ดิบ นะ เมื่อ วาน ฟัง ข่าว เขา บอก ว่า มี คน กิน ลาบ ดิบ แล้ว หู ดับ
355,ตื่น เช้า จริง นะ วัน นี้ จะ พา กัน ไป เที่ยว ที่ ไหน ขอ ให้ เที่ยว สนุก กัน นะ
356,ลูก นี้ พิมพ์ เอก สาร เก่ง จริง ครู่ เดี๋ยว ได้ สิบ ตั้ง ยี่ สิบ หน้า ละ
357,เวลา เอา รถ เข้า ไป จอด ใต้ ต้น ไม้ ก็ ดู ให้ มัน ดี ดี กลัว กิ่ง ไม้ มัน จะ คลุย ลง มา ใส่ รถ มัน จะ เปลือง ค่า ซ่อม แต่ อะ ไร อีก เยอะ
358,ผม มี น้อง คน หนึ่ง ใหญ่ มา ด้วย กัน นี่ เอง นี่ มัน ไป ทํา การ ได้ ดิบ ได้ ดี มี บ้าน มี รถ เป็น ของ ตัว เอง ละ
359,ลุง โต รีบ มา จาก บ้าน ท้าย ซอย เพราะ ได้ ยิน เด็ก รับ เสียง ดัง รีบ ไป จน สุบ รอง เท้า ผิด ขอน
360,วัน พรุ่ง นี้ มี นัด ก็ หมอ นัด เขา ให้ ไป อุด เข้ว ที่ โรง พยาบาล เขา ว่า จะ ขอ เธอ ให้ ไป ส่ง ฉัน หน่อย
361,ตอน นี้ โควิด ระ บาด เยอะ มาก อย่า ลืม ใส่ แมส ล้าง มือ บ่อย บ่อย นะ ครับ ไม่ ได้ เป็น หมอ แต่ เป็น ห่วง
362,พี่ จันทร์ วัน มะ ว่าง ไหม คะ หนู ว่า ขอ แรง พี่ ช่วย น้อง ทํา ของ กิน เลี้ยง หน่อย นัน ที่ เขา มา ประ ชุม กัน
363,ป้า หอม วัน นี้ ไม่ พงษ์ อยู่ บ้าน ไหม ว่า จะ ชวน มัน ไป หา ซื้อ เนื้อ ควาย มา ลาบ
364,ลูก จํา ไว้ นะ ไม่ มี ใคร รัก ลูก เท่า พ่อ กับ แม่ แล้ว ลูก ไม่ ต้อง เสีย ใจ ถ้า ไม่ มี ใคร รัก ลูก
365,งาน ที่ วัด บ้าน เรา ทํา ทุก ปี ไหม นะ มี งาน แห่ ไม้ ค้ํา ห่ม ผ้า พระ ธาตุ ทาน กลวย สลาก แล้ว ก็ อีก หลาย อยู่
366,เมื่อ คืน น้อง ได้ ดู หนัง ที่ ดิว แสดง ก็ น่า รัก มาก พี่ ดู ไป ยิ้ม ไป
367,ปี นี้ พระ วัด เรา มี ห้า ต้น พระ ใหม่ สาม ตัน อีก สอง ตน มาก กว่า ปี แล้ว
368,ตก กลาง คืน งู ก้าน ป้าว เข้า บ้าน ตา อิน ตา ใจ เค้า เปลือก หาง ฟาด งู ลง พื้น
369,ตอน กลาง เช้า คน มา จ่าย ตลาด เยอะ จริง เยอะ ว่า หนาง ทาง เดิน นี่ แหละ ไม่ มี ต้อง ได้ แอบ กัน ไป นั่น แหละ
370,จริง หรือ เปล่า กิน อา จารย์ นี่ เค้า ว่า น้ํา บ้าน ติด วัด เรา คน กิน แล้ว หาย ประ ยาด งี้ เหรอ
371,ไป ควี มัน เข้า แท้ว แท้ว นะ มัน โกรธ ขึ้น มา จะ ได้ จด ลูก กุย ก็ หน่อย นี้ แล้ว
372,นึก ถึง สมัย น้ํา ท้วม นะ ขน ของ ไม่ ทัน ของ กิน ของ ใช้ เสื้อ ผ้า ขาว ม้า เสีย แล้ว จน หมด
373,สมัย พุทธกาล เวลา ท่าน จะ นิ มนต์ พระ พุทธเจ้า มา เขา ก็ จะ เอา เครื่อง ซัด เครื่อง ปู มา เตรียม ประ ดับ ตก แต่ง ไว้ อย่าง ดี
374,บอก น้อง ว่า ค่อย ค่อย เดิน จะ ไป รีบ เกิด ท้า ขึ้น มา ขา เป็น แผล ขา จะ ลาย นะ
375,เธอ เห็น ฉัน ไป ที่ ไหน ด้วย กัน เหรอ เธอ ไม่ เห็น เธอ จะ ไป ว่า ให้ ฉัน เดี๋ยว ฉัน จะ ไหม หัว
376,ฝน ก็ ตก ฟ้า ก็ เรียก ไฟ มา ดับ อีก ครึ้ม จมูก ดู หา อะ ไร เพิ่ม ไม่ เห็น
377,รุ่ง ตัว นั้น บิน ชวาด ไป อีก มา หลาย รอบ แล้ว ไม่ ใช่ จะ มา จับ ไก่ น้อย ไป กิน อีก ละ มั้ง
378,ตัว นี้ ร้อย มา ลัย สวย เนาะ แล้ว ก็ ทํา ไม เธอ ทํา มา นาน แล้ว หรอ เนี่ย ทํา ไม ไม่ เห็น ทํา ไป ขาย บ้าง
379,จริง เหรอ เรา อยาก กิน ขนม จีน มาก ที่ บ้าน ไม่ ค่อย มี ขาย นั้น วัน ไหน เธอ มา เมือง ซื้อ มา ฝาก เรา ด้วย นะ
380,วาสนา เรา เกิด ได้ แม่ ค้า ตลาด ตอน เย็น ขาย เข้า ขาย แกง มี ทั้ง ผัก มี ทั้ง ปลา ซะ พอ
381,ไป ไหน มา แม่ โทร หา ทํา ไม ไม่ รับ ขโมย ไป เที่ยว มา เหรอ เด็ก วัง ตัว ให้ ดี นะ ล่ะ วัง พ่อ จะ รู้
382,ฉัน อย่า ตลาด นัด เธอ จะ ฝาก ซื้อ อะ ไร ก็ สามี เธอ อยาก ได้ อะ ไร จะ ได้ ซื้อ มา ให้
383,หา ที่ ไว้ รอง เท้า ดี ดี นะ วัน นั้น เรา ถอด ไว้ หน้า วิ หาร ใคร มา สับ ไป ก็ ไม่ รู้
384,หน้า หนาว นี้ คุณ ยาย หม่อน จะ ทํา เข้า หลาม ให้ เรา กิน ข้าว หลาม คุณ ยาย หม่อน อร่อย มาก หอม ทั้ง กะทิ ทั้ง ใบ เตย
385,ถ้า รัฐบาล ชุด นี้ เขา บริหาร งาน เป็น กัน บ้าน เมือง เรา ก็ น่า จะ พัฒนา แล้ว ก็ เชริญ ไป กว่า นี้ เยอะ
386,เธอ เคย ฟัง เพลง นี้ ไหม พี่ ว่า มัน สนุก ดี เนื้อ หา ดี ทํา นอง ก็ เพราะ จัง จาก แค่ ร้าย แทบ จน ดี
387,เดี๋ยว ไป ซื้อ ปลา ที่ ตลาด ก่อน ค่อย มา แวะ ซื้อ หอม ขาว ที่ เนี่ย จะ ได้ ไม่ ต้อง ขี่ รถ ไป มา มา ไป มา ล่อง
388,ตอน เย็น นี้ เรา ไป วิ่ง ที่ สนาม กี ฬา กัน ไหม ไม่ ได้ ออก กํา ลัง ผ่าน นาน แล้ว
389,สมัย ตา เป็น บ่าว บ้าน เมือง เรา ไม่ มี ไฟ ฟ้า ไป ไหน ต้อง แถว โคม ไป
390,ใคร เอา ขนม เข้า มา ใน ห้อง อยู่ หมด ไต้ เต็ม ถุง ไป เอา ไป เที่ยง ออก ข้าง นอก นู่น เดี๋ยว มัน จะ แตก ขัด ราด แจ เต็ม ห้อง
391,ถ้า ไป ตลาด ตอน เย็น ฝาก ซื้อ มะ เต็ม มา หน่อย นะ ลูก สัก สอง กิโล เอา มา สาม ลูก
392,อยู่ บ้าน เฉย เฉย ทํา ไม มัน ถึง เหงา จริง นั่ง อยู่ เฉย เฉย ก็ คิด ถึง เมื่อ ก่อน คิด ถึง เพื่อน ฝูง ขนาด นี้
393,ตอน นี้ ฉัน จะ ต้อง ทํา ความ สะ อาด บ้าน ก่อน เพราะ ว่า ตอน เย็น จะ มี แขก ที่ บ้าน ถ้า ไม่ ทํา ความ สะ อาด บ้าน มัน ก็ จะ รก ทํา เขา
394,คิด ถึง พ่อ มาก นะ ถ้า ลูก ได้ กลับ เชียง ใหม่ ลูก จะ ซื้อ เสื้อ ใหม่ ให้ พ่อ นะ จะ ซื้อ ผืน สวย ให้ เลย
395,หยุด เอี่ยม ป่า เที่ยว ภู เขา กลาง ขนาด นี้ มา เข้า วัด ทํา บุญ เสีย บ้าง จะ ได้ มี บุญ กับ เขา บ้าง
396,เอา เงิน พวง มา ลัย ไป หนึ่ง ร้อย บาท เอา ไว้ กิน ขนม แต่ พวง มา ลัย ไม่ ถ้า เอา ให้ นะ เก็บ ไว้ ขาย ดี ละ
397,อย่า เพิ่ง กิ่ง ไม่ มุด แรง ก็ เดี๋ยว ลูก ที่ มัน ยัง ไม่ สุก จะ อด ทิ้ง ออก จาก ทิ้ง หมด จะ ไม่ เหลือ ไว้ ให้ กิน วัน รูน นะ
398,พี่ ค้า ซื้อ ของ แล้ว นี่ ได้ ปลา ดุก ปิ้ง ตํา ขนุน ยํา เนื้อ ไก่ เอา ไป กับ ข้าว หลาน ที่ บ้าน
399,ตอน เย็น แม่ จะ ไป เยี่ยม เพื่อน ที่ สารภี ไม่ ต้อง คอย นะ แม่ จะ ทํา กับ ข้าว ไว้ ให้ มี อะ ไร ด่วน ด่วน ค่อย โทร เรียก แม่ นะ
